accession	description	length	virus	mol_type	isolate	host	db_xref	country	date	strain	author	journal	title	division
MT292579	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia22/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia22/2020	Homo sapiens	taxon:2697049	Spain	2020-03-09	SARS-CoV-2/human/ESP/Valencia22/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292578	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia20/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia20/2020	Homo sapiens	taxon:2697049	Spain	2020-03-09	SARS-CoV-2/human/ESP/Valencia20/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292577	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia19/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia19/2020	Homo sapiens	taxon:2697049	Spain	2020-03-08	SARS-CoV-2/human/ESP/Valencia19/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292576	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia18/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia18/2020	Homo sapiens	taxon:2697049	Spain	2020-03-10	SARS-CoV-2/human/ESP/Valencia18/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292575	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia16/2020, complete genome	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia16/2020	Homo sapiens	taxon:2697049	Spain	2020-03-10	SARS-CoV-2/human/ESP/Valencia16/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292574	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia15/2020, complete genome	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia15/2020	Homo sapiens	taxon:2697049	Spain	2020-03-02	SARS-CoV-2/human/ESP/Valencia15/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292573	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia14/2020, complete genome	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia14/2020	Homo sapiens	taxon:2697049	Spain	2020-03-09	SARS-CoV-2/human/ESP/Valencia14/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292572	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia11/2020, complete genome	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia11/2020	Homo sapiens	taxon:2697049	Spain	2020-03-10	SARS-CoV-2/human/ESP/Valencia11/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292571	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia12/2020, complete genome	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia12/2020	Homo sapiens	taxon:2697049	Spain	2020-03-09	SARS-CoV-2/human/ESP/Valencia12/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292570	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia17/2020, complete genome	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia17/2020	Homo sapiens	taxon:2697049	Spain	2020-03-10	SARS-CoV-2/human/ESP/Valencia17/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT292569	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia13/2020, complete genome	29782	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ESP/Valencia13/2020	Homo sapiens	taxon:2697049	Spain	2020-03-09	SARS-CoV-2/human/ESP/Valencia13/2020	Bracho,M.A., D'Auria,G., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Concepcion,G. and Gonzalez-Candelas,F.	Unpublished	Analysis of SARS-CoV-2 genome sequences from Comunitat Valenciana (Spain)	
MT276598	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/ISR_IT0320/2020, complete genome	29870	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ISR/ISR_IT0320/2020	Homo sapiens	taxon:2697049	Israel	2020-03	SARS-CoV-2/human/ISR/ISR_IT0320/2020	Cohen-Gihon,I., Israeli,O., Shifman,O., Stein,D., Melamed,S., Paran,N., Israely,T., Achdout,H., Yahalom Ronen,Y., Tamir,H., Politi,B., Cherry,L., Vitner,E., Laskar,O., Weiss,S., Mandelboim,M., Erster,O., Regev-Yochay,G., Segal,G., Yitzhaki,S., Shapira,S.C., Beth-Din,A. and Zvi,A.	Submitted (02-APR-2020) Biochemistry and Molecular Biology, Israel Institute for Biological Research, Reuven 24, Ness Ziona 74100, Israel	Direct Submission	
MT276597	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/ISR_JP0320/2020, complete genome	29851	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/ISR/ISR_JP0320/2020	Homo sapiens	taxon:2697049	Israel	2020-02	SARS-CoV-2/human/ISR/ISR_JP0320/2020	Cohen-Gihon,I., Israeli,O., Shifman,O., Stein,D., Melamed,S., Paran,N., Israely,T., Achdout,H., Yahalom Ronen,Y., Tamir,H., Politi,B., Cherry,L., Vitner,E., Weiss,S., Laskar,O., Mandelboim,M., Erster,O., Regev-Yochay,G., Segal,G., Yitzhaki,S., Shapira,S.C., Beth-Din,A. and Zvi,A.	Submitted (02-APR-2020) Biochemistry and Molecular Biology, Israel Institute for Biological Research, Reuven 24, Ness Ziona 74100, Israel	Direct Submission	
MT276331	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2020/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/TX_2020/2020	Homo sapiens	taxon:2697049	USA	2020-02-29	SARS-CoV-2/human/USA/TX_2020/2020	Uehara,A., Tao,Y., Zhang,J., Queen,K., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	TX
MT276330	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_5091/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/FL_5091/2020	Homo sapiens	taxon:2697049	USA	2020-02-28	SARS-CoV-2/human/USA/FL_5091/2020	Uehara,A., Tao,Y., Zhang,J., Queen,K., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	FL
MT276329	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_5125/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/FL_5125/2020	Homo sapiens	taxon:2697049	USA	2020-02-28	SARS-CoV-2/human/USA/FL_5125/2020	Uehara,A., Tao,Y., Zhang,J., Queen,K., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	FL
MT276328	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR_2656/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/OR_2656/2020	Homo sapiens	taxon:2697049	USA	2020-02-27	SARS-CoV-2/human/USA/OR_2656/2020	Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	OR
MT276327	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2742/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/GA_2742/2020	Homo sapiens	taxon:2697049	USA	2020-02-29	SARS-CoV-2/human/USA/GA_2742/2020	Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	GA
MT276326	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2741/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/GA_2741/2020	Homo sapiens	taxon:2697049	USA	2020-02-29	SARS-CoV-2/human/USA/GA_2741/2020	Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	GA
MT276325	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA_5030/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA_5030/2020	Homo sapiens	taxon:2697049	USA	2020-02-27	SARS-CoV-2/human/USA/WA_5030/2020	Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	WA
MT276324	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA_2602/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/CA_2602/2020	Homo sapiens	taxon:2697049	USA	2020-02-26	SARS-CoV-2/human/USA/CA_2602/2020	Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	CA
MT276323	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RI_0520/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/RI_0520/2020	Homo sapiens	taxon:2697049	USA	2020-02-28	SARS-CoV-2/human/USA/RI_0520/2020	Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J. and Tong,S.	Submitted (02-APR-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	Direct Submission	RI
MT263469	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW389/2020, complete genome	29857	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW389/2020	Homo sapiens	taxon:2697049	USA	2020-03-15	SARS-CoV-2/human/USA/WA-UW389/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263468	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW388/2020, complete genome	29892	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW388/2020	Homo sapiens	taxon:2697049	USA	2020-03-17	SARS-CoV-2/human/USA/WA-UW388/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263467	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW387/2020, complete genome	29853	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW387/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW387/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263466	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW386/2020, partial genome	29634	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW386/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW386/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263465	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW385/2020, complete genome	29867	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW385/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW385/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263464	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW384/2020, complete genome	29832	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW384/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW384/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263463	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW329/2020, complete genome	29868	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/CT-UW329/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/CT-UW329/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	CT
MT263462	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW383/2020, complete genome	29764	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW383/2020	Homo sapiens	taxon:2697049	USA	2020-03-23	SARS-CoV-2/human/USA/WA-UW383/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263461	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW382/2020, partial genome	29828	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW382/2020	Homo sapiens	taxon:2697049	USA	2020-03-22	SARS-CoV-2/human/USA/WA-UW382/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263460	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-UW381/2020, partial genome	29755	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/IL-UW381/2020	Homo sapiens	taxon:2697049	USA	2020-03-12	SARS-CoV-2/human/USA/IL-UW381/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	IL
MT263459	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW380/2020, complete genome	29917	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW380/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW380/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263458	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW378/2020, complete genome	29881	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW378/2020	Homo sapiens	taxon:2697049	USA	2020-03-15	SARS-CoV-2/human/USA/WA-UW378/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263457	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW390/2020, complete genome	29801	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW390/2020	Homo sapiens	taxon:2697049	USA	2020-03-15	SARS-CoV-2/human/USA/WA-UW390/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263456	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW376/2020, complete genome	29775	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW376/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW376/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
